transaction_date,symboling,normalized-losses,make,aspiration,num-of-doors,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,price_minmax,city-L/100km,horsepower-binned,diesel,gas,body_style_convertible,body_style_hardtop,body_style_hatchback,body_style_sedan,body_style_wagon
2025-04-15,0,161,peugot,std,four,rwd,front,107.9,0.897164824603556,0.95,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,11900.0,0.16836304056402362,12.36842105263158,low,0,1,0,0,0,1,0
2025-04-16,0,161,peugot,turbo,four,rwd,front,107.9,0.897164824603556,0.95,56.7,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,13200.0,0.20063551958691228,8.392857142857142,low,1,0,0,0,0,1,0
2025-04-17,0,122,peugot,std,four,rwd,front,114.2,0.9557904853435848,0.95,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,12440.0,0.1817685318504543,12.36842105263158,low,0,1,0,0,0,0,1
2025-04-18,0,122,peugot,turbo,four,rwd,front,114.2,0.9557904853435848,0.95,58.7,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,25,25,13860.0,0.2170200089369942,9.4,low,1,0,0,0,0,0,1
2025-04-19,0,161,peugot,std,four,rwd,front,107.9,0.897164824603556,0.95,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,15580.0,0.25971898118266223,12.36842105263158,low,0,1,0,0,0,1,0
2025-04-20,0,161,peugot,turbo,four,rwd,front,107.9,0.897164824603556,0.95,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,16900.0,0.29248795988282605,8.392857142857142,low,1,0,0,0,0,1,0
2025-04-21,0,122,toyota,std,four,rwd,front,114.2,0.9557904853435848,0.95,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,19,24,16695.0,0.2873988381907552,12.36842105263158,low,0,1,0,0,0,0,1
2025-04-22,0,122,peugot,turbo,four,rwd,front,114.2,0.9557904853435848,0.95,58.7,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,25,25,17075.0,0.2968323320589842,9.4,low,1,0,0,0,0,0,1
2025-04-23,0,161,peugot,std,four,rwd,front,107.9,0.897164824603556,0.95,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,19,24,16630.0,0.28578521423961073,12.36842105263158,low,0,1,0,0,0,1,0
2025-04-24,0,161,peugot,turbo,four,rwd,front,107.9,0.897164824603556,0.95,56.7,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,28,33,17950.0,0.3185541929397746,8.392857142857142,low,1,0,0,0,0,1,0
2025-04-25,0,161,peugot,turbo,four,rwd,front,108.0,0.897164824603556,0.9486111111111112,56.0,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,18,24,18150.0,0.3235191897125267,13.055555555555555,medium,0,1,0,0,0,1,0
2025-04-26,1,119,plymouth,std,two,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,37,41,5572.0,0.011270542674147262,6.351351351351353,low,0,1,0,0,1,0,0
2025-04-27,1,119,plymouth,turbo,two,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,24,30,7957.0,0.07047812918921603,9.791666666666666,medium,0,1,0,0,1,0,0
2025-04-28,1,154,plymouth,std,four,fwd,front,93.7,0.7558865929841423,0.8861111111111111,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6229.0,0.0275805570726379,7.580645161290323,low,0,1,0,0,1,0,0
2025-04-29,1,154,plymouth,std,four,fwd,front,93.7,0.8039404132628545,0.8861111111111111,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,0.03907452460155901,7.580645161290323,low,0,1,0,0,0,1,0
2025-04-30,1,154,plymouth,std,four,fwd,front,93.7,0.8039404132628545,0.8861111111111111,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,0.06183903480462738,7.580645161290323,low,0,1,0,0,0,1,0
2025-05-01,-1,74,plymouth,std,four,fwd,front,103.3,0.8390197020663143,0.8972222222222221,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,95.0,5000.0,24,30,8921.0,0.09440941363388114,9.791666666666666,low,0,1,0,0,0,0,1
2025-05-02,3,122,plymouth,turbo,two,rwd,front,95.9,0.8322921672272945,0.9208333333333332,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,19,24,12764.0,0.1898118266223127,12.36842105263158,medium,0,1,0,0,1,0,0
2025-05-03,3,186,porsche,std,two,rwd,front,94.5,0.8116290245074483,0.9486111111111112,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,19,27,22018.0,0.41954222729755225,12.36842105263158,medium,0,1,0,0,1,0,0
2025-05-04,3,122,porsche,std,two,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,32528.0,0.680452807705675,13.823529411764708,high,0,1,0,1,0,0,0
2025-05-05,3,122,porsche,std,two,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,34028.0,0.7176902835013157,13.823529411764708,high,0,1,0,1,0,0,0
2025-05-06,3,122,porsche,std,two,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,37028.0,0.7921652350925972,13.823529411764708,high,0,1,1,0,0,0,0
2025-05-07,0,122,renault,std,four,fwd,front,96.1,0.8721768380586257,0.9236111111111112,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,23,31,9295.0,0.10369395759892756,10.217391304347826,medium,0,1,0,0,0,0,1
2025-05-08,2,122,renault,std,two,fwd,front,96.1,0.8495915425276309,0.925,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,23,31,9895.0,0.11858894791718386,10.217391304347826,medium,0,1,0,0,1,0,0
2025-05-09,3,150,saab,std,two,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,21,28,11850.0,0.1671217913708356,11.190476190476188,medium,0,1,0,0,1,0,0
2025-05-10,2,104,saab,std,four,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,0.17506578620723898,11.190476190476188,medium,0,1,0,0,0,1,0
2025-05-11,3,150,saab,std,two,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,0.24631348989623156,11.190476190476188,medium,0,1,0,0,1,0,0
2025-05-12,2,104,saab,std,four,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,0.257981232312199,11.190476190476188,medium,0,1,0,0,0,1,0
2025-05-13,3,150,saab,turbo,two,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,0.3235191897125267,12.36842105263158,high,0,1,0,0,1,0,0
2025-05-14,2,104,saab,turbo,four,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,0.3351869321284941,12.36842105263158,high,0,1,0,0,0,1,0
2025-05-15,2,83,subaru,std,two,fwd,front,93.7,0.7539644401729938,0.8805555555555555,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,0.0,7.580645161290323,low,0,1,0,0,1,0,0
2025-05-16,2,83,subaru,std,two,fwd,front,93.7,0.758769822200865,0.8833333333333333,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,0.04803634377637655,9.038461538461537,low,0,1,0,0,1,0,0
2025-05-17,2,83,subaru,std,two,4wd,front,93.3,0.7558865929841423,0.8861111111111111,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,0.061690084901444814,9.038461538461537,low,0,1,0,0,1,0,0
2025-05-18,0,102,subaru,std,four,fwd,front,97.2,0.8265257087938491,0.9083333333333334,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,0.04984856759843106,7.34375,low,0,1,0,0,0,1,0
2025-05-19,0,102,subaru,std,four,fwd,front,97.2,0.8265257087938491,0.9083333333333334,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,0.06595998212601162,8.392857142857142,low,0,1,0,0,0,1,0
2025-05-20,0,102,subaru,std,four,fwd,front,97.2,0.8265257087938491,0.9083333333333334,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,0.12020257186832829,9.038461538461537,low,0,1,0,0,0,1,0
2025-05-21,0,102,subaru,std,four,4wd,front,97.0,0.8265257087938491,0.9083333333333334,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,0.10215480859937441,9.791666666666666,low,0,1,0,0,0,1,0
2025-05-22,0,102,subaru,turbo,four,4wd,front,97.0,0.8265257087938491,0.9083333333333334,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,0.15245022590735316,9.791666666666666,medium,0,1,0,0,0,1,0
2025-05-23,0,89,subaru,std,four,fwd,front,97.0,0.8337337818356559,0.9083333333333334,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,0.05821458716051835,8.392857142857142,low,0,1,0,0,0,0,1
2025-05-24,0,89,subaru,std,four,fwd,front,97.0,0.8337337818356559,0.9083333333333334,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,0.12611091802790328,9.4,low,0,1,0,0,0,0,1
2025-05-25,0,85,subaru,std,four,4wd,front,96.9,0.8342143200384431,0.9083333333333334,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,0.07186832828558662,10.217391304347826,low,0,1,0,0,0,0,1
2025-05-26,0,85,subaru,turbo,four,4wd,front,96.9,0.8342143200384431,0.9083333333333334,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,0.16324909388808898,10.217391304347826,medium,0,1,0,0,0,0,1
2025-05-27,1,87,toyota,std,two,fwd,front,95.7,0.762614127823162,0.8833333333333333,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,0.005709746288664912,6.7142857142857135,low,0,1,0,0,1,0,0
2025-05-28,1,87,toyota,std,two,fwd,front,95.7,0.762614127823162,0.8833333333333333,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,0.030286480313787795,7.580645161290323,low,0,1,0,0,1,0,0
2025-05-29,1,74,toyota,std,four,fwd,front,95.7,0.762614127823162,0.8833333333333333,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,0.03401022789335187,7.580645161290323,low,0,1,0,0,1,0,0
2025-05-30,0,77,toyota,std,four,fwd,front,95.7,0.8154733301297453,0.8833333333333333,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,0.04468497095476888,7.580645161290323,low,0,1,0,0,0,0,1
2025-05-31,0,81,toyota,std,four,4wd,front,95.7,0.8154733301297453,0.8833333333333333,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,0.06901345514125416,8.703703703703704,low,0,1,0,0,0,0,1
2025-06-01,0,91,toyota,std,four,4wd,front,95.7,0.8154733301297453,0.8833333333333333,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,0.09085944094136339,8.703703703703704,low,0,1,0,0,0,0,1
2025-06-02,0,91,toyota,std,four,fwd,front,95.7,0.7991350312349833,0.8944444444444445,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,0.04518147063204409,7.833333333333332,low,0,1,0,0,0,1,0
2025-06-03,0,91,toyota,std,four,fwd,front,95.7,0.7991350312349833,0.8944444444444445,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,0.051635966436621814,7.833333333333332,low,0,1,0,0,1,0,0
2025-06-04,0,91,toyota,std,four,fwd,front,95.7,0.7991350312349833,0.8944444444444445,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,0.06901345514125416,6.911764705882352,low,1,0,0,0,0,1,0
2025-06-05,0,91,toyota,std,four,fwd,front,95.7,0.7991350312349833,0.8944444444444445,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,0.06628270691624051,6.184210526315789,low,1,0,0,0,1,0,0
2025-06-06,0,91,toyota,std,four,fwd,front,95.7,0.7991350312349833,0.8944444444444445,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,0.06504145772305248,6.184210526315789,low,0,1,0,0,0,1,0
2025-06-07,0,91,toyota,std,four,fwd,front,95.7,0.7991350312349833,0.8944444444444445,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,0.08043294771858399,8.392857142857142,low,0,1,0,0,1,0,0
2025-06-08,0,91,toyota,std,four,fwd,front,95.7,0.7991350312349833,0.8944444444444445,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,0.10277543319596842,8.392857142857142,low,0,1,0,0,0,1,0
2025-06-09,1,168,toyota,std,two,rwd,front,94.5,0.810667948101874,0.8888888888888888,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,0.07298545255945584,8.103448275862071,low,0,1,0,0,0,1,0
2025-06-10,1,168,toyota,std,two,rwd,front,94.5,0.810667948101874,0.8888888888888888,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,0.07745394965493273,8.103448275862071,low,0,1,0,0,1,0,0
2025-06-11,1,168,toyota,std,two,rwd,front,94.5,0.810667948101874,0.8888888888888888,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,0.10376843255051885,9.038461538461537,medium,0,1,0,0,0,1,0
2025-06-12,1,168,toyota,std,two,rwd,front,94.5,0.810667948101874,0.8888888888888888,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,0.10972642867782136,9.038461538461537,medium,0,1,0,0,1,0,0
2025-06-13,2,134,toyota,std,two,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,0.08269202125018618,9.791666666666666,medium,0,1,0,1,0,0,0
2025-06-14,2,134,toyota,std,two,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,0.11223375204806117,9.791666666666666,medium,0,1,0,1,0,0,0
2025-06-15,2,134,toyota,std,two,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,0.12092249640037733,9.791666666666666,medium,0,1,0,0,1,0,0
2025-06-16,2,134,toyota,std,two,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,0.15096072687552753,9.791666666666666,medium,0,1,0,1,0,0,0
2025-06-17,2,134,toyota,std,two,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,0.1596494712278437,9.791666666666666,medium,0,1,0,0,1,0,0
2025-06-18,2,134,toyota,std,two,rwd,front,98.4,0.8467083133109082,0.9111111111111108,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,0.3115783724740579,9.791666666666666,medium,0,1,1,0,0,0,0
2025-06-19,-1,65,toyota,std,four,fwd,front,102.4,0.8438250840941854,0.9236111111111112,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,0.09507968819820267,8.103448275862071,low,0,1,0,0,0,1,0
2025-06-20,-1,65,toyota,turbo,four,fwd,front,102.4,0.8438250840941854,0.9236111111111112,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,0.13852340995978352,7.833333333333332,low,1,0,0,0,0,1,0
2025-06-21,-1,65,toyota,std,four,fwd,front,102.4,0.8438250840941854,0.9236111111111112,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,0.12089767141651359,8.703703703703704,low,0,1,0,0,1,0,0
2025-06-22,-1,65,toyota,std,four,fwd,front,102.4,0.8438250840941854,0.9236111111111112,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,0.14348840673253563,8.703703703703704,low,0,1,0,0,0,1,0
2025-06-23,-1,65,toyota,std,four,fwd,front,102.4,0.8438250840941854,0.9236111111111112,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,0.1521771510848518,8.703703703703704,low,0,1,0,0,1,0,0
2025-06-24,3,197,toyota,std,two,rwd,front,102.9,0.8817876021143681,0.9402777777777778,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,0.28399781540142,11.75,high,0,1,0,0,1,0,0
2025-06-25,3,197,toyota,std,two,rwd,front,102.9,0.8817876021143681,0.9402777777777778,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,0.2700958244377141,12.36842105263158,high,0,1,0,0,1,0,0
2025-06-26,-1,90,toyota,std,four,rwd,front,104.5,0.9024507448342144,0.9236111111111112,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,0.26244972940767586,11.75,high,0,1,0,0,0,1,0
2025-06-27,-1,122,toyota,std,four,rwd,front,104.5,0.9024507448342144,0.9236111111111112,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,0.2639392284395015,12.36842105263158,high,0,1,0,0,0,0,1
2025-06-28,2,122,volkswagen,std,two,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,0.06595998212601162,6.351351351351353,low,1,0,0,0,0,1,0
2025-06-29,2,122,volkswagen,std,two,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,0.07092497889876372,8.703703703703704,low,0,1,0,0,0,1,0
2025-06-30,2,94,volkswagen,std,four,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,0.07142147857603892,6.351351351351353,low,1,0,0,0,0,1,0
2025-07-01,2,94,volkswagen,std,four,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,0.07638647534879102,8.703703703703704,low,0,1,0,0,0,1,0
2025-07-02,2,94,volkswagen,std,four,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,0.08383397050791917,8.703703703703704,low,0,1,0,0,0,1,0
2025-07-03,2,94,volkswagen,turbo,four,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,0.10865895437167966,6.351351351351353,low,1,0,0,0,0,1,0
2025-07-04,2,94,volkswagen,std,four,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,0.1210714463035599,9.038461538461537,low,0,1,0,0,0,1,0
2025-07-05,3,122,volkswagen,std,two,fwd,front,94.5,0.7654973570398848,0.8916666666666667,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,0.16079142048557668,9.791666666666666,low,0,1,1,0,0,0,0
2025-07-06,3,256,volkswagen,std,two,fwd,front,94.5,0.7962518020182604,0.8888888888888888,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,0.1206990715456035,9.791666666666666,low,0,1,0,0,1,0,0
2025-07-07,0,122,volkswagen,std,four,fwd,front,100.4,0.8659298414223928,0.9291666666666668,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,0.2029938930539695,12.36842105263158,medium,0,1,0,0,0,1,0
2025-07-08,0,122,volkswagen,turbo,four,fwd,front,100.4,0.8659298414223928,0.9291666666666668,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,0.2166476341790378,7.121212121212121,low,1,0,0,0,0,1,0
2025-07-09,0,122,volkswagen,std,four,fwd,front,100.4,0.8798654493032196,0.9291666666666668,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,0.1780447842708902,9.4,low,0,1,0,0,0,0,1
2025-07-10,-2,103,volvo,std,four,rwd,front,104.3,0.9072561268620856,0.9333333333333332,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,0.19418102378233454,10.217391304347826,medium,0,1,0,0,0,1,0
2025-07-11,-1,74,volvo,std,four,rwd,front,104.3,0.9072561268620856,0.9333333333333332,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,0.20597289111762077,10.217391304347826,medium,0,1,0,0,0,0,1
2025-07-12,-2,103,volvo,std,four,rwd,front,104.3,0.9072561268620856,0.9333333333333332,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,0.26977309964748525,9.791666666666666,medium,0,1,0,0,0,1,0
2025-07-13,-1,74,volvo,std,four,rwd,front,104.3,0.9072561268620856,0.9333333333333332,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,0.2829303410952783,9.791666666666666,medium,0,1,0,0,0,0,1
2025-07-14,-2,103,volvo,turbo,four,rwd,front,104.3,0.9072561268620856,0.9333333333333332,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,0.330221935355742,13.823529411764708,high,0,1,0,0,0,1,0
2025-07-15,-1,74,volvo,turbo,four,rwd,front,104.3,0.9072561268620856,0.9333333333333332,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,0.3433791768035351,13.823529411764708,high,0,1,0,0,0,0,1
2025-07-16,-1,95,volvo,std,four,rwd,front,109.1,0.9072561268620856,0.9569444444444444,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,0.29112258577031924,10.217391304347826,medium,0,1,0,0,0,1,0
2025-07-17,-1,95,volvo,turbo,four,rwd,front,109.1,0.9072561268620856,0.9555555555555556,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,0.34573755027059233,12.36842105263158,high,0,1,0,0,0,1,0
2025-07-18,-1,95,volvo,std,four,rwd,front,109.1,0.9072561268620856,0.9569444444444444,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,0.40631051089816794,13.055555555555555,medium,0,1,0,0,0,1,0
2025-07-19,-1,95,volvo,turbo,four,rwd,front,109.1,0.9072561268620856,0.9569444444444444,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,0.430763120003972,9.038461538461537,medium,1,0,0,0,0,1,0
2025-07-20,-1,95,volvo,turbo,four,rwd,front,109.1,0.9072561268620856,0.9569444444444444,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,0.4346109925028549,12.36842105263158,medium,0,1,0,0,0,1,0
